shape,shape_type,object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter,height,proj,y,color,color_bremm,color_schumann_urban,color_steiger,color_teuling,color_ziegler,style
"[[247.8, 0.2617625968934828], [248.2, 0.2617625968934828], [248.2, 0.32509608730392525], [247.8, 0.32509608730392525], [247.8, 0.2617625968934828]]",link,198,1240,699,765,152,376,"[[699, 152], [765, 152], [765, 376], [699, 376], [699, 152]]",247.5,14784,732.0,264.0,0.06333349041044249,0.35857536919559646,0.293429342098704,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[90, 50, 128]","[214, 84, 157]","[173, 185, 133]","[192, 39, 100]",solid
"[[248.8, 0.2617625968934828], [249.2, 0.26177901624722366], [249.2, 0.3251125066576661], [248.8, 0.32509608730392525], [248.8, 0.2617625968934828]]",link,198,1245,699,765,152,376,"[[699, 152], [765, 152], [765, 376], [699, 376], [699, 152]]",248.5,14784,732.0,264.0,0.06333349041044249,0.35857536919559646,0.2934457614524449,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[90, 50, 128]","[214, 84, 157]","[173, 185, 133]","[192, 39, 100]",solid
"[[249.8, 0.26177901624722366], [250.2, 0.26207627216848195], [250.2, 0.3254097625789244], [249.8, 0.3251125066576661], [249.8, 0.26177901624722366]]",link,198,1250,699,765,152,376,"[[699, 152], [765, 152], [765, 376], [699, 376], [699, 152]]",249.5,14784,732.0,264.0,0.06333349041044249,0.35857536919559646,0.2937430173737032,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[90, 50, 128]","[214, 84, 157]","[173, 185, 133]","[192, 39, 100]",solid
"[[250.8, 0.26207627216848195], [251.2, 0.2617983999434668], [251.2, 0.32513189035390927], [250.8, 0.3254097625789244], [250.8, 0.26207627216848195]]",link,198,1255,699,765,152,376,"[[699, 152], [765, 152], [765, 376], [699, 376], [699, 152]]",250.5,14784,732.0,264.0,0.06333349041044249,0.35857536919559646,0.29346514514868804,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[90, 50, 128]","[214, 84, 157]","[173, 185, 133]","[192, 39, 100]",solid
"[[251.8, 0.2617983999434668], [252.2, 0.2620354292548974], [252.2, 0.3253689196653399], [251.8, 0.32513189035390927], [251.8, 0.2617983999434668]]",link,198,1260,699,765,152,376,"[[699, 152], [765, 152], [765, 376], [699, 376], [699, 152]]",251.5,14784,732.0,264.0,0.06333349041044249,0.35857536919559646,0.29370217446011865,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[90, 50, 128]","[214, 84, 157]","[173, 185, 133]","[192, 39, 100]",solid
"[[252.8, 0.2620354292548974], [253.2, 0.2651570810549241], [253.2, 0.32725251825049795], [252.8, 0.3253689196653399], [252.8, 0.2620354292548974]]",link,198,1265,704,769,152,375,"[[704, 152], [769, 152], [769, 375], [704, 375], [704, 152]]",252.5,14495,736.5,263.5,0.06209543719557385,0.3611228149225682,0.296204799652711,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[253.8, 0.2651570810549241], [254.2, 0.24239720770306306], [254.2, 0.3044926448986369], [253.8, 0.32725251825049795], [253.8, 0.2651570810549241]]",link,198,1270,704,769,152,375,"[[704, 152], [769, 152], [769, 375], [704, 375], [704, 152]]",253.5,14495,736.5,263.5,0.06209543719557385,0.3611228149225682,0.27344492630085,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[254.8, 0.24239720770306306], [255.2, 0.23833593459993496], [255.2, 0.30043137179550883], [254.8, 0.3044926448986369], [254.8, 0.24239720770306306]]",link,198,1275,707,772,152,375,"[[707, 152], [772, 152], [772, 375], [707, 375], [707, 152]]",254.5,14495,739.5,263.5,0.06209543719557385,0.36279004827265887,0.2693836531977219,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[255.8, 0.23833593459993496], [256.2, 0.231895796408979], [256.2, 0.29399123360455287], [255.8, 0.30043137179550883], [255.8, 0.23833593459993496]]",link,198,1280,707,772,152,375,"[[707, 152], [772, 152], [772, 375], [707, 375], [707, 152]]",255.5,14495,739.5,263.5,0.06209543719557385,0.36279004827265887,0.26294351500676594,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[256.8, 0.231895796408979], [257.2, 0.23037791461189133], [257.2, 0.2924733518074652], [256.8, 0.29399123360455287], [256.8, 0.231895796408979]]",link,198,1285,707,772,152,375,"[[707, 152], [772, 152], [772, 375], [707, 375], [707, 152]]",256.5,14495,739.5,263.5,0.06209543719557385,0.36279004827265887,0.26142563320967827,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[257.8, 0.23037791461189133], [258.2, 0.237101460441221], [258.2, 0.29919689763679486], [257.8, 0.2924733518074652], [257.8, 0.23037791461189133]]",link,198,1290,707,772,152,375,"[[707, 152], [772, 152], [772, 375], [707, 375], [707, 152]]",257.5,14495,739.5,263.5,0.06209543719557385,0.36279004827265887,0.2681491790390079,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[258.8, 0.237101460441221], [259.2, 0.23804796333023326], [259.2, 0.3001434005258071], [258.8, 0.29919689763679486], [258.8, 0.237101460441221]]",link,198,1295,707,772,152,375,"[[707, 152], [772, 152], [772, 375], [707, 375], [707, 152]]",258.5,14495,739.5,263.5,0.06209543719557385,0.36279004827265887,0.2690956819280202,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[259.8, 0.23804796333023326], [260.2, 0.24754319097863386], [260.2, 0.30963862817420773], [259.8, 0.3001434005258071], [259.8, 0.23804796333023326]]",link,198,1300,707,772,152,375,"[[707, 152], [772, 152], [772, 375], [707, 375], [707, 152]]",259.5,14495,739.5,263.5,0.06209543719557385,0.36279004827265887,0.2785909095764208,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[260.8, 0.24754319097863386], [261.2, 0.24530065675446716], [261.2, 0.307396093950041], [260.8, 0.30963862817420773], [260.8, 0.24754319097863386]]",link,198,1305,704,769,152,375,"[[704, 152], [769, 152], [769, 375], [704, 375], [704, 152]]",260.5,14495,736.5,263.5,0.06209543719557385,0.3611228149225682,0.2763483753522541,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[261.8, 0.24530065675446716], [262.2, 0.2289281750651648], [262.2, 0.2922616654756073], [261.8, 0.307396093950041], [261.8, 0.24530065675446716]]",link,198,1310,686,752,153,377,"[[686, 153], [752, 153], [752, 377], [686, 377], [686, 153]]",261.5,14784,719.0,265.0,0.06333349041044249,0.35125749994153205,0.26059492027038605,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 104]","[88, 51, 128]","[215, 85, 156]","[171, 186, 135]","[194, 39, 97]",dashed
"[[262.8, 0.2289281750651648], [263.2, 0.23185648065438522], [263.2, 0.2951899710648277], [262.8, 0.2922616654756073], [262.8, 0.2289281750651648]]",link,198,1315,689,755,153,377,"[[689, 153], [755, 153], [755, 377], [689, 377], [689, 153]]",262.5,14784,722.0,265.0,0.06333349041044249,0.35292473329162266,0.26352322585960647,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 104]","[88, 51, 128]","[214, 85, 156]","[172, 186, 135]","[194, 39, 98]",dashed
"[[263.8, 0.23185648065438522], [264.2, 0.23178362638499148], [264.2, 0.29511711679543395], [263.8, 0.2951899710648277], [263.8, 0.23185648065438522]]",link,198,1320,689,755,153,377,"[[689, 153], [755, 153], [755, 377], [689, 377], [689, 153]]",263.5,14784,722.0,265.0,0.06333349041044249,0.35292473329162266,0.26345037159021273,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 104]","[88, 51, 128]","[214, 85, 156]","[172, 186, 135]","[194, 39, 98]",solid
"[[264.8, 0.23178362638499148], [265.2, 0.23298634880050997], [265.2, 0.29631983921095245], [264.8, 0.29511711679543395], [264.8, 0.23178362638499148]]",link,198,1325,692,758,153,377,"[[692, 153], [758, 153], [758, 377], [692, 377], [692, 153]]",264.5,14784,725.0,265.0,0.06333349041044249,0.35459196664171333,0.2646530940057312,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[89, 51, 128]","[214, 85, 156]","[172, 185, 134]","[193, 39, 99]",solid
"[[265.8, 0.23298634880050997], [266.2, 0.2360729024065891], [266.2, 0.2991236540205564], [265.8, 0.29631983921095245], [265.8, 0.23298634880050997]]",link,198,1330,695,761,153,376,"[[695, 153], [761, 153], [761, 376], [695, 376], [695, 153]]",265.5,14718,728.0,264.5,0.0630507516139673,0.3563057956936398,0.26759827821357274,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[89, 51, 128]","[214, 85, 157]","[172, 185, 134]","[192, 39, 99]",solid
"[[266.8, 0.2360729024065891], [267.2, 0.2378469078700791], [267.2, 0.30118039828052157], [266.8, 0.2991236540205564], [266.8, 0.2360729024065891]]",link,198,1335,696,762,153,377,"[[696, 153], [762, 153], [762, 377], [696, 377], [696, 153]]",266.5,14784,729.0,265.0,0.06333349041044249,0.35681494444183426,0.26951365307530034,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[89, 51, 128]","[214, 85, 157]","[172, 185, 134]","[193, 39, 100]",solid
"[[267.8, 0.2378469078700791], [268.2, 0.23894625937446526], [268.2, 0.30227974978490774], [267.8, 0.30118039828052157], [267.8, 0.2378469078700791]]",link,198,1340,696,762,153,377,"[[696, 153], [762, 153], [762, 377], [696, 377], [696, 153]]",267.5,14784,729.0,265.0,0.06333349041044249,0.35681494444183426,0.2706130045796865,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[89, 51, 128]","[214, 85, 157]","[172, 185, 134]","[193, 39, 100]",solid
"[[268.8, 0.23894625937446526], [269.2, 0.24278429362188872], [269.2, 0.305158185692779], [268.8, 0.30227974978490774], [268.8, 0.23894625937446526]]",link,198,1345,702,767,152,376,"[[702, 152], [767, 152], [767, 376], [702, 376], [702, 152]]",268.5,14560,734.5,264.0,0.06237389207089033,0.35996473032067194,0.2739712396573339,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[90, 50, 128]","[214, 84, 157]","[173, 185, 133]","[192, 39, 100]",solid
"[[269.8, 0.24278429362188872], [270.2, 0.24278429362188872], [270.2, 0.305158185692779], [269.8, 0.305158185692779], [269.8, 0.24278429362188872]]",link,198,1350,702,767,152,376,"[[702, 152], [767, 152], [767, 376], [702, 376], [702, 152]]",269.5,14560,734.5,264.0,0.06237389207089033,0.35996473032067194,0.2739712396573339,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[90, 50, 128]","[214, 84, 157]","[173, 185, 133]","[192, 39, 100]",solid
"[[270.8, 0.24278429362188872], [271.2, 0.2507308373516492], [271.2, 0.31282627454722306], [270.8, 0.305158185692779], [270.8, 0.24278429362188872]]",link,198,1355,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",270.5,14495,743.5,263.5,0.06209543719557385,0.36501302607277974,0.2817785559494361,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 132]","[190, 39, 103]",solid
"[[271.8, 0.2507308373516492], [272.2, 0.2541053113816659], [272.2, 0.3162007485772398], [271.8, 0.31282627454722306], [271.8, 0.2507308373516492]]",link,198,1360,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",271.5,14495,743.5,263.5,0.06209543719557385,0.36501302607277974,0.28515302997945285,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 132]","[190, 39, 103]",solid
"[[272.8, 0.2541053113816659], [273.2, 0.2553897896903167], [273.2, 0.3174852268858906], [272.8, 0.3162007485772398], [272.8, 0.2541053113816659]]",link,198,1365,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",272.5,14495,743.5,263.5,0.06209543719557385,0.36501302607277974,0.28643750828810366,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 132]","[190, 39, 103]",solid
"[[273.8, 0.2553897896903167], [274.2, 0.25765568662862554], [274.2, 0.3207064382425929], [273.8, 0.3174852268858906], [273.8, 0.2553897896903167]]",link,198,1370,713,779,151,374,"[[713, 151], [779, 151], [779, 374], [713, 374], [713, 151]]",273.5,14718,746.0,262.5,0.0630507516139673,0.3664955786015268,0.2891810624356092,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 107]","[92, 50, 128]","[213, 84, 158]","[174, 185, 132]","[189, 38, 103]",solid
"[[274.8, 0.25765568662862554], [275.2, 0.26049258756322713], [275.2, 0.32354333917719447], [274.8, 0.3207064382425929], [274.8, 0.25765568662862554]]",link,198,1375,713,779,151,374,"[[713, 151], [779, 151], [779, 374], [713, 374], [713, 151]]",274.5,14718,746.0,262.5,0.0630507516139673,0.3664955786015268,0.2920179633702108,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 107]","[92, 50, 128]","[213, 84, 158]","[174, 185, 132]","[189, 38, 103]",solid
"[[275.8, 0.26049258756322713], [276.2, 0.25686879581063804], [276.2, 0.3199195474246054], [275.8, 0.32354333917719447], [275.8, 0.26049258756322713]]",link,198,1380,713,779,151,374,"[[713, 151], [779, 151], [779, 374], [713, 374], [713, 151]]",275.5,14718,746.0,262.5,0.0630507516139673,0.3664955786015268,0.2883941716176217,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 107]","[92, 50, 128]","[213, 84, 158]","[174, 185, 132]","[189, 38, 103]",solid
"[[276.8, 0.25686879581063804], [277.2, 0.2585550680493755], [277.2, 0.32160581966334284], [276.8, 0.3199195474246054], [276.8, 0.25686879581063804]]",link,198,1385,713,779,151,374,"[[713, 151], [779, 151], [779, 374], [713, 374], [713, 151]]",276.5,14718,746.0,262.5,0.0630507516139673,0.3664955786015268,0.29008044385635917,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 107]","[92, 50, 128]","[213, 84, 158]","[174, 185, 132]","[189, 38, 103]",solid
"[[277.8, 0.2585550680493755], [278.2, 0.254994251052647], [278.2, 0.31804500266661434], [277.8, 0.32160581966334284], [277.8, 0.2585550680493755]]",link,198,1390,713,779,151,374,"[[713, 151], [779, 151], [779, 374], [713, 374], [713, 151]]",277.5,14718,746.0,262.5,0.0630507516139673,0.3664955786015268,0.28651962685963067,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 107]","[92, 50, 128]","[213, 84, 158]","[174, 185, 132]","[189, 38, 103]",solid
"[[278.8, 0.254994251052647], [279.2, 0.2542735859594834], [279.2, 0.31732433757345074], [278.8, 0.31804500266661434], [278.8, 0.254994251052647]]",link,198,1395,713,779,151,374,"[[713, 151], [779, 151], [779, 374], [713, 374], [713, 151]]",278.5,14718,746.0,262.5,0.0630507516139673,0.3664955786015268,0.2857989617664671,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 107]","[92, 50, 128]","[213, 84, 158]","[174, 185, 132]","[189, 38, 103]",solid
"[[279.8, 0.2542735859594834], [280.2, 0.25347683244747754], [280.2, 0.3155722696430514], [279.8, 0.31732433757345074], [279.8, 0.2542735859594834]]",link,198,1400,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",279.5,14495,743.5,263.5,0.06209543719557385,0.36501302607277974,0.2845245510452645,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 132]","[190, 39, 103]",solid
"[[280.8, 0.25347683244747754], [281.2, 0.2473251100701303], [281.2, 0.30942054726570417], [280.8, 0.3155722696430514], [280.8, 0.25347683244747754]]",link,198,1405,708,773,152,375,"[[708, 152], [773, 152], [773, 375], [708, 375], [708, 152]]",280.5,14495,740.5,263.5,0.06209543719557385,0.36334579272268913,0.27837282866791724,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[281.8, 0.2473251100701303], [282.2, 0.23927187368785416], [282.2, 0.30260536409829664], [281.8, 0.30942054726570417], [281.8, 0.2473251100701303]]",link,198,1410,699,765,152,376,"[[699, 152], [765, 152], [765, 376], [699, 376], [699, 152]]",281.5,14784,732.0,264.0,0.06333349041044249,0.35857536919559646,0.2709386188930754,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[90, 50, 128]","[214, 84, 157]","[173, 185, 133]","[192, 39, 100]",solid
"[[282.8, 0.23927187368785416], [283.2, 0.23918304339045468], [283.2, 0.30251653380089716], [282.8, 0.30260536409829664], [282.8, 0.23927187368785416]]",link,198,1415,699,765,152,376,"[[699, 152], [765, 152], [765, 376], [699, 376], [699, 152]]",282.5,14784,732.0,264.0,0.06333349041044249,0.35857536919559646,0.27084978859567593,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[90, 50, 128]","[214, 84, 157]","[173, 185, 133]","[192, 39, 100]",solid
"[[283.8, 0.23918304339045468], [284.2, 0.26449926909435517], [284.2, 0.32659470628992904], [283.8, 0.30251653380089716], [283.8, 0.23918304339045468]]",link,198,1420,705,770,152,375,"[[705, 152], [770, 152], [770, 375], [705, 375], [705, 152]]",283.5,14495,737.5,263.5,0.06209543719557385,0.3616785593725984,0.2955469876921421,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[284.8, 0.26449926909435517], [285.2, 0.26768583366956933], [285.2, 0.3297812708651432], [284.8, 0.32659470628992904], [284.8, 0.26449926909435517]]",link,198,1425,705,770,152,375,"[[705, 152], [770, 152], [770, 375], [705, 375], [705, 152]]",284.5,14495,737.5,263.5,0.06209543719557385,0.3616785593725984,0.29873355226735626,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[285.8, 0.26768583366956933], [286.2, 0.24716734907568066], [286.2, 0.30926278627125453], [285.8, 0.3297812708651432], [285.8, 0.26768583366956933]]",link,198,1430,705,770,152,375,"[[705, 152], [770, 152], [770, 375], [705, 375], [705, 152]]",285.5,14495,737.5,263.5,0.06209543719557385,0.3616785593725984,0.2782150676734676,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[286.8, 0.24716734907568066], [287.2, 0.24714293016067013], [287.2, 0.309238367356244], [286.8, 0.30926278627125453], [286.8, 0.24716734907568066]]",link,198,1435,705,770,152,375,"[[705, 152], [770, 152], [770, 375], [705, 375], [705, 152]]",286.5,14495,737.5,263.5,0.06209543719557385,0.3616785593725984,0.27819064875845706,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[287.8, 0.24714293016067013], [288.2, 0.24714293016067013], [288.2, 0.309238367356244], [287.8, 0.309238367356244], [287.8, 0.24714293016067013]]",link,198,1440,705,770,152,375,"[[705, 152], [770, 152], [770, 375], [705, 375], [705, 152]]",287.5,14495,737.5,263.5,0.06209543719557385,0.3616785593725984,0.27819064875845706,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[288.8, 0.24714293016067013], [289.2, 0.24658718571063992], [289.2, 0.3086826229062138], [288.8, 0.309238367356244], [288.8, 0.24714293016067013]]",link,198,1445,705,770,152,375,"[[705, 152], [770, 152], [770, 375], [705, 375], [705, 152]]",288.5,14495,737.5,263.5,0.06209543719557385,0.3616785593725984,0.27763490430842686,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[289.8, 0.24658718571063992], [290.2, 0.24586374865018001], [290.2, 0.3079591858457539], [289.8, 0.3086826229062138], [289.8, 0.24658718571063992]]",link,198,1450,705,770,152,375,"[[705, 152], [770, 152], [770, 375], [705, 375], [705, 152]]",289.5,14495,737.5,263.5,0.06209543719557385,0.3616785593725984,0.27691146724796695,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[290.8, 0.24586374865018001], [291.2, 0.2445615655642836], [291.2, 0.30665700275985747], [290.8, 0.3079591858457539], [290.8, 0.24586374865018001]]",link,198,1455,705,770,152,375,"[[705, 152], [770, 152], [770, 375], [705, 375], [705, 152]]",290.5,14495,737.5,263.5,0.06209543719557385,0.3616785593725984,0.27560928416207053,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[90, 50, 128]","[213, 84, 157]","[173, 185, 133]","[191, 39, 101]",solid
"[[291.8, 0.2445615655642836], [292.2, 0.24551453824611474], [292.2, 0.3076099754416886], [291.8, 0.30665700275985747], [291.8, 0.2445615655642836]]",link,198,1460,708,773,152,375,"[[708, 152], [773, 152], [773, 375], [708, 375], [708, 152]]",291.5,14495,740.5,263.5,0.06209543719557385,0.36334579272268913,0.2765622568439017,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[292.8, 0.24551453824611474], [293.2, 0.248221989956252], [293.2, 0.31031742715182586], [292.8, 0.3076099754416886], [292.8, 0.24551453824611474]]",link,198,1465,708,773,152,375,"[[708, 152], [773, 152], [773, 375], [708, 375], [708, 152]]",292.5,14495,740.5,263.5,0.06209543719557385,0.36334579272268913,0.27926970855403893,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[293.8, 0.248221989956252], [294.2, 0.24781136888530758], [294.2, 0.30990680608088145], [293.8, 0.31031742715182586], [293.8, 0.248221989956252]]",link,198,1470,708,773,152,375,"[[708, 152], [773, 152], [773, 375], [708, 375], [708, 152]]",293.5,14495,740.5,263.5,0.06209543719557385,0.36334579272268913,0.2788590874830945,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[294.8, 0.24781136888530758], [295.2, 0.24914547461209446], [295.2, 0.31124091180766833], [294.8, 0.30990680608088145], [294.8, 0.24781136888530758]]",link,198,1475,708,773,152,375,"[[708, 152], [773, 152], [773, 375], [708, 375], [708, 152]]",294.5,14495,740.5,263.5,0.06209543719557385,0.36334579272268913,0.2801931932098814,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 133]","[190, 39, 102]",solid
"[[295.8, 0.24914547461209446], [296.2, 0.25279185295493795], [296.2, 0.3148872901505118], [295.8, 0.31124091180766833], [295.8, 0.24914547461209446]]",link,198,1480,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",295.5,14495,743.5,263.5,0.06209543719557385,0.36501302607277974,0.2838395715527249,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 132]","[190, 39, 103]",solid
"[[296.8, 0.25279185295493795], [297.2, 0.253551011740152], [297.2, 0.31564644893572585], [296.8, 0.3148872901505118], [296.8, 0.25279185295493795]]",link,198,1485,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",296.5,14495,743.5,263.5,0.06209543719557385,0.36501302607277974,0.2845987303379389,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 132]","[190, 39, 103]",solid
"[[297.8, 0.253551011740152], [298.2, 0.25378107178288456], [298.2, 0.3158765089784584], [297.8, 0.31564644893572585], [297.8, 0.253551011740152]]",link,198,1490,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",297.5,14495,743.5,263.5,0.06209543719557385,0.36501302607277974,0.2848287903806715,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 106]","[91, 50, 128]","[213, 84, 158]","[173, 185, 132]","[190, 39, 103]",solid
"[[298.8, 0.25378107178288456], [299.2, 0.23498599399809386], [299.2, 0.29831948440853634], [298.8, 0.3158765089784584], [298.8, 0.25378107178288456]]",link,198,1495,696,762,153,377,"[[696, 153], [762, 153], [762, 377], [696, 377], [696, 153]]",298.5,14784,729.0,265.0,0.06333349041044249,0.35681494444183426,0.2666527392033151,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[89, 51, 128]","[214, 85, 157]","[172, 185, 134]","[193, 39, 100]",solid
"[[299.8, 0.23498599399809386], [300.2, 0.23498599399809386], [300.2, 0.29831948440853634], [299.8, 0.29831948440853634], [299.8, 0.23498599399809386]]",link,198,1500,696,762,153,377,"[[696, 153], [762, 153], [762, 377], [696, 377], [696, 153]]",299.5,14784,729.0,265.0,0.06333349041044249,0.35681494444183426,0.2666527392033151,"(0.8901960784313725, 0.10196078431372549, 0.10980392156862745, 1.0)","[206, 98, 105]","[89, 51, 128]","[214, 85, 157]","[172, 185, 134]","[193, 39, 100]",solid
