object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter
115,1655,797,881,182,476,"[[797, 182], [881, 182], [881, 476], [797, 476], [797, 182]]",331,24696,839.0,329.0
82,1655,151,249,209,495,"[[151, 209], [249, 209], [249, 495], [151, 495], [151, 209]]",331,28028,200.0,352.0
617,1655,88,183,206,479,"[[88, 206], [183, 206], [183, 479], [88, 479], [88, 206]]",331,25935,135.5,342.5
353,1655,725,785,142,348,"[[725, 142], [785, 142], [785, 348], [725, 348], [725, 142]]",331,12360,755.0,245.0
196,1655,1039,1106,150,401,"[[1039, 150], [1106, 150], [1106, 401], [1039, 401], [1039, 150]]",331,16817,1072.5,275.5
559,1655,835,896,142,359,"[[835, 142], [896, 142], [896, 359], [835, 359], [835, 142]]",331,13237,865.5,250.5
80,1655,710,803,196,511,"[[710, 196], [803, 196], [803, 511], [710, 511], [710, 196]]",331,29295,756.5,353.5
177,1655,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",331,16730,742.0,278.5
563,1655,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",331,15312,849.0,267.0
198,1655,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",331,14495,743.5,263.5
81,1655,306,394,193,461,"[[306, 193], [394, 193], [394, 461], [306, 461], [306, 193]]",331,23584,350.0,327.0
82,1660,152,247,204,481,"[[152, 204], [247, 204], [247, 481], [152, 481], [152, 204]]",332,26315,199.5,342.5
353,1660,725,785,142,348,"[[725, 142], [785, 142], [785, 348], [725, 348], [725, 142]]",332,12360,755.0,245.0
196,1660,1039,1106,150,401,"[[1039, 150], [1106, 150], [1106, 401], [1039, 401], [1039, 150]]",332,16817,1072.5,275.5
559,1660,835,896,142,359,"[[835, 142], [896, 142], [896, 359], [835, 359], [835, 142]]",332,13237,865.5,250.5
80,1660,729,820,195,509,"[[729, 195], [820, 195], [820, 509], [729, 509], [729, 195]]",332,28574,774.5,352.0
563,1660,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",332,15312,849.0,267.0
177,1660,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",332,16730,742.0,278.5
115,1660,809,892,180,472,"[[809, 180], [892, 180], [892, 472], [809, 472], [809, 180]]",332,24236,850.5,326.0
617,1660,62,155,203,470,"[[62, 203], [155, 203], [155, 470], [62, 470], [62, 203]]",332,24831,108.5,336.5
81,1660,331,417,188,450,"[[331, 188], [417, 188], [417, 450], [331, 450], [331, 188]]",332,22532,374.0,319.0
198,1660,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",332,14495,743.5,263.5
353,1665,715,774,141,344,"[[715, 141], [774, 141], [774, 344], [715, 344], [715, 141]]",333,11977,744.5,242.5
115,1665,809,892,180,472,"[[809, 180], [892, 180], [892, 472], [809, 472], [809, 180]]",333,24236,850.5,326.0
82,1665,173,263,198,465,"[[173, 198], [263, 198], [263, 465], [173, 465], [173, 198]]",333,24030,218.0,331.5
81,1665,345,426,182,432,"[[345, 182], [426, 182], [426, 432], [345, 432], [345, 182]]",333,20250,385.5,307.0
196,1665,1039,1106,150,401,"[[1039, 150], [1106, 150], [1106, 401], [1039, 401], [1039, 150]]",333,16817,1072.5,275.5
559,1665,835,896,142,359,"[[835, 142], [896, 142], [896, 359], [835, 359], [835, 142]]",333,13237,865.5,250.5
617,1665,58,147,199,455,"[[58, 199], [147, 199], [147, 455], [58, 455], [58, 199]]",333,22784,102.5,327.0
177,1665,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",333,16730,742.0,278.5
563,1665,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",333,15312,849.0,267.0
198,1665,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",333,14495,743.5,263.5
80,1665,779,870,193,508,"[[779, 193], [870, 193], [870, 508], [779, 508], [779, 193]]",333,28665,824.5,350.5
115,1670,809,892,180,472,"[[809, 180], [892, 180], [892, 472], [809, 472], [809, 180]]",334,24236,850.5,326.0
617,1670,69,158,197,451,"[[69, 197], [158, 197], [158, 451], [69, 451], [69, 197]]",334,22606,113.5,324.0
81,1670,342,421,178,420,"[[342, 178], [421, 178], [421, 420], [342, 420], [342, 178]]",334,19118,381.5,299.0
80,1670,798,888,191,504,"[[798, 191], [888, 191], [888, 504], [798, 504], [798, 191]]",334,28170,843.0,347.5
196,1670,1039,1106,150,401,"[[1039, 150], [1106, 150], [1106, 401], [1039, 401], [1039, 150]]",334,16817,1072.5,275.5
559,1670,835,896,142,359,"[[835, 142], [896, 142], [896, 359], [835, 359], [835, 142]]",334,13237,865.5,250.5
198,1670,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",334,14718,749.0,262.5
177,1670,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",334,16730,742.0,278.5
563,1670,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",334,15312,849.0,267.0
353,1670,727,786,141,343,"[[727, 141], [786, 141], [786, 343], [727, 343], [727, 141]]",334,11918,756.5,242.0
82,1670,191,278,192,449,"[[191, 192], [278, 192], [278, 449], [191, 449], [191, 192]]",334,22359,234.5,320.5
80,1675,814,903,190,501,"[[814, 190], [903, 190], [903, 501], [814, 501], [814, 190]]",335,27679,858.5,345.5
115,1675,809,892,180,472,"[[809, 180], [892, 180], [892, 472], [809, 472], [809, 180]]",335,24236,850.5,326.0
198,1675,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",335,14718,749.0,262.5
196,1675,1039,1106,150,401,"[[1039, 150], [1106, 150], [1106, 401], [1039, 401], [1039, 150]]",335,16817,1072.5,275.5
559,1675,835,896,142,359,"[[835, 142], [896, 142], [896, 359], [835, 359], [835, 142]]",335,13237,865.5,250.5
617,1675,94,179,190,434,"[[94, 190], [179, 190], [179, 434], [94, 434], [94, 190]]",335,20740,136.5,312.0
81,1675,336,413,176,413,"[[336, 176], [413, 176], [413, 413], [336, 413], [336, 176]]",335,18249,374.5,294.5
177,1675,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",335,16730,742.0,278.5
563,1675,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",335,15312,849.0,267.0
353,1675,727,786,141,343,"[[727, 141], [786, 141], [786, 343], [727, 343], [727, 141]]",335,11918,756.5,242.0
82,1675,213,297,187,436,"[[213, 187], [297, 187], [297, 436], [213, 436], [213, 187]]",335,20916,255.0,311.5
82,1680,229,310,182,422,"[[229, 182], [310, 182], [310, 422], [229, 422], [229, 182]]",336,19440,269.5,302.0
196,1680,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",336,16302,1068.0,271.5
617,1680,132,212,184,418,"[[132, 184], [212, 184], [212, 418], [132, 418], [132, 184]]",336,18720,172.0,301.0
559,1680,835,896,142,359,"[[835, 142], [896, 142], [896, 359], [835, 359], [835, 142]]",336,13237,865.5,250.5
115,1680,807,889,179,466,"[[807, 179], [889, 179], [889, 466], [807, 466], [807, 179]]",336,23534,848.0,322.5
198,1680,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",336,14718,749.0,262.5
80,1680,844,931,187,495,"[[844, 187], [931, 187], [931, 495], [844, 495], [844, 187]]",336,26796,887.5,341.0
177,1680,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",336,16730,742.0,278.5
563,1680,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",336,15312,849.0,267.0
353,1680,727,786,141,343,"[[727, 141], [786, 141], [786, 343], [727, 343], [727, 141]]",336,11918,756.5,242.0
81,1680,339,413,171,399,"[[339, 171], [413, 171], [413, 399], [339, 399], [339, 171]]",336,16872,376.0,285.0
81,1685,348,420,167,387,"[[348, 167], [420, 167], [420, 387], [348, 387], [348, 167]]",337,15840,384.0,277.0
196,1685,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",337,16302,1068.0,271.5
80,1685,861,948,187,496,"[[861, 187], [948, 187], [948, 496], [861, 496], [861, 187]]",337,26883,904.5,341.5
115,1685,811,893,178,466,"[[811, 178], [893, 178], [893, 466], [811, 466], [811, 178]]",337,23616,852.0,322.0
559,1685,838,899,142,359,"[[838, 142], [899, 142], [899, 359], [838, 359], [838, 142]]",337,13237,868.5,250.5
198,1685,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",337,14718,749.0,262.5
82,1685,248,326,178,410,"[[248, 178], [326, 178], [326, 410], [248, 410], [248, 178]]",337,18096,287.0,294.0
617,1685,143,220,180,406,"[[143, 180], [220, 180], [220, 406], [143, 406], [143, 180]]",337,17402,181.5,293.0
177,1685,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",337,16730,742.0,278.5
563,1685,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",337,15312,849.0,267.0
353,1685,727,786,141,343,"[[727, 141], [786, 141], [786, 343], [727, 343], [727, 141]]",337,11918,756.5,242.0
81,1690,371,440,163,375,"[[371, 163], [440, 163], [440, 375], [371, 375], [371, 163]]",338,14628,405.5,269.0
196,1690,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",338,16302,1068.0,271.5
82,1690,256,329,172,393,"[[256, 172], [329, 172], [329, 393], [256, 393], [256, 172]]",338,16133,292.5,282.5
559,1690,838,899,142,359,"[[838, 142], [899, 142], [899, 359], [838, 359], [838, 142]]",338,13237,868.5,250.5
198,1690,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",338,14718,749.0,262.5
617,1690,171,244,173,388,"[[171, 173], [244, 173], [244, 388], [171, 388], [171, 173]]",338,15695,207.5,280.5
115,1690,769,852,179,464,"[[769, 179], [852, 179], [852, 464], [769, 464], [769, 179]]",338,23655,810.5,321.5
80,1690,861,948,187,496,"[[861, 187], [948, 187], [948, 496], [861, 496], [861, 187]]",338,26883,904.5,341.5
177,1690,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",338,16730,742.0,278.5
563,1690,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",338,15312,849.0,267.0
353,1690,727,786,141,343,"[[727, 141], [786, 141], [786, 343], [727, 343], [727, 141]]",338,11918,756.5,242.0
559,1695,841,902,142,358,"[[841, 142], [902, 142], [902, 358], [841, 358], [841, 142]]",339,13176,871.5,250.0
617,1695,204,274,168,374,"[[204, 168], [274, 168], [274, 374], [204, 374], [204, 168]]",339,14420,239.0,271.0
81,1695,379,445,159,364,"[[379, 159], [445, 159], [445, 364], [379, 364], [379, 159]]",339,13530,412.0,261.5
196,1695,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",339,16302,1068.0,271.5
115,1695,776,857,178,460,"[[776, 178], [857, 178], [857, 460], [776, 460], [776, 178]]",339,22842,816.5,319.0
82,1695,273,344,168,383,"[[273, 168], [344, 168], [344, 383], [273, 383], [273, 168]]",339,15265,308.5,275.5
353,1695,732,791,140,342,"[[732, 140], [791, 140], [791, 342], [732, 342], [732, 140]]",339,11918,761.5,241.0
198,1695,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",339,14718,749.0,262.5
177,1695,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",339,16730,742.0,278.5
563,1695,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",339,15312,849.0,267.0
80,1695,885,970,183,487,"[[885, 183], [970, 183], [970, 487], [885, 487], [885, 183]]",339,25840,927.5,335.0
353,1700,732,791,140,342,"[[732, 140], [791, 140], [791, 342], [732, 342], [732, 140]]",340,11918,761.5,241.0
617,1700,227,293,162,359,"[[227, 162], [293, 162], [293, 359], [227, 359], [227, 162]]",340,13002,260.0,260.5
196,1700,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",340,16302,1068.0,271.5
559,1700,852,912,141,357,"[[852, 141], [912, 141], [912, 357], [852, 357], [852, 141]]",340,12960,882.0,249.0
115,1700,772,853,177,458,"[[772, 177], [853, 177], [853, 458], [772, 458], [772, 177]]",340,22761,812.5,317.5
82,1700,291,359,164,372,"[[291, 164], [359, 164], [359, 372], [291, 372], [291, 164]]",340,14144,325.0,268.0
81,1700,392,455,155,354,"[[392, 155], [455, 155], [455, 354], [392, 354], [392, 155]]",340,12537,423.5,254.5
198,1700,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",340,14718,749.0,262.5
177,1700,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",340,16730,742.0,278.5
563,1700,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",340,15312,849.0,267.0
80,1700,885,970,183,487,"[[885, 183], [970, 183], [970, 487], [885, 487], [885, 183]]",340,25840,927.5,335.0
353,1705,732,791,140,342,"[[732, 140], [791, 140], [791, 342], [732, 342], [732, 140]]",341,11918,761.5,241.0
83,1705,1884,1920,161,518,"[[1884, 161], [1920, 161], [1920, 518], [1884, 518], [1884, 161]]",341,12852,1902.0,339.5
196,1705,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",341,16302,1068.0,271.5
559,1705,852,912,141,357,"[[852, 141], [912, 141], [912, 357], [852, 357], [852, 141]]",341,12960,882.0,249.0
115,1705,772,853,177,458,"[[772, 177], [853, 177], [853, 458], [772, 458], [772, 177]]",341,22761,812.5,317.5
82,1705,303,369,160,361,"[[303, 160], [369, 160], [369, 361], [303, 361], [303, 160]]",341,13266,336.0,260.5
81,1705,410,472,152,346,"[[410, 152], [472, 152], [472, 346], [410, 346], [410, 152]]",341,12028,441.0,249.0
617,1705,256,319,157,348,"[[256, 157], [319, 157], [319, 348], [256, 348], [256, 157]]",341,12033,287.5,252.5
198,1705,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",341,14718,749.0,262.5
177,1705,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",341,16730,742.0,278.5
563,1705,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",341,15312,849.0,267.0
80,1705,869,953,182,482,"[[869, 182], [953, 182], [953, 482], [869, 482], [869, 182]]",341,25200,911.0,332.0
559,1710,852,912,141,357,"[[852, 141], [912, 141], [912, 357], [852, 357], [852, 141]]",342,12960,882.0,249.0
86,1710,50,185,262,646,"[[50, 262], [185, 262], [185, 646], [50, 646], [50, 262]]",342,51840,117.5,454.0
196,1710,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",342,16302,1068.0,271.5
81,1710,430,490,149,338,"[[430, 149], [490, 149], [490, 338], [430, 338], [430, 149]]",342,11340,460.0,243.5
115,1710,772,853,177,458,"[[772, 177], [853, 177], [853, 458], [772, 458], [772, 177]]",342,22761,812.5,317.5
83,1710,1803,1920,153,486,"[[1803, 153], [1920, 153], [1920, 486], [1803, 486], [1803, 153]]",342,38961,1861.5,319.5
82,1710,329,392,155,348,"[[329, 155], [392, 155], [392, 348], [329, 348], [329, 155]]",342,12159,360.5,251.5
198,1710,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",342,14718,749.0,262.5
617,1710,274,335,154,341,"[[274, 154], [335, 154], [335, 341], [274, 341], [274, 154]]",342,11407,304.5,247.5
353,1710,734,792,140,342,"[[734, 140], [792, 140], [792, 342], [734, 342], [734, 140]]",342,11716,763.0,241.0
177,1710,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",342,16730,742.0,278.5
563,1710,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",342,15312,849.0,267.0
85,1710,183,401,383,1014,"[[183, 383], [401, 383], [401, 1014], [183, 1014], [183, 383]]",342,137558,292.0,698.5
80,1710,872,955,179,474,"[[872, 179], [955, 179], [955, 474], [872, 474], [872, 179]]",342,24485,913.5,326.5
559,1715,860,920,141,356,"[[860, 141], [920, 141], [920, 356], [860, 356], [860, 141]]",343,12900,890.0,248.5
80,1715,884,965,177,468,"[[884, 177], [965, 177], [965, 468], [884, 468], [884, 177]]",343,23571,924.5,322.5
86,1715,79,213,259,641,"[[79, 259], [213, 259], [213, 641], [79, 641], [79, 259]]",343,51188,146.0,450.0
196,1715,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",343,16302,1068.0,271.5
115,1715,761,842,176,455,"[[761, 176], [842, 176], [842, 455], [761, 455], [761, 176]]",343,22599,801.5,315.5
82,1715,345,406,152,340,"[[345, 152], [406, 152], [406, 340], [345, 340], [345, 152]]",343,11468,375.5,246.0
83,1715,1772,1889,151,478,"[[1772, 151], [1889, 151], [1889, 478], [1772, 478], [1772, 151]]",343,38259,1830.5,314.5
85,1715,416,638,398,1078,"[[416, 398], [638, 398], [638, 1078], [416, 1078], [416, 398]]",343,150960,527.0,738.0
198,1715,713,779,151,374,"[[713, 151], [779, 151], [779, 374], [713, 374], [713, 151]]",343,14718,746.0,262.5
617,1715,296,355,150,331,"[[296, 150], [355, 150], [355, 331], [296, 331], [296, 150]]",343,10679,325.5,240.5
177,1715,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",343,16730,742.0,278.5
563,1715,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",343,15312,849.0,267.0
592,1715,1267,1822,889,1280,"[[1267, 889], [1822, 889], [1822, 1280], [1267, 1280], [1267, 889]]",343,217005,1544.5,1084.5
81,1715,442,500,146,330,"[[442, 146], [500, 146], [500, 330], [442, 330], [442, 146]]",343,10672,471.0,238.0
353,1715,731,790,140,342,"[[731, 140], [790, 140], [790, 342], [731, 342], [731, 140]]",343,11918,760.5,241.0
80,1720,884,965,177,468,"[[884, 177], [965, 177], [965, 468], [884, 468], [884, 177]]",344,23571,924.5,322.5
115,1720,739,820,177,456,"[[739, 177], [820, 177], [820, 456], [739, 456], [739, 177]]",344,22599,779.5,316.5
196,1720,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",344,16302,1068.0,271.5
86,1720,140,273,258,643,"[[140, 258], [273, 258], [273, 643], [140, 643], [140, 258]]",344,51205,206.5,450.5
83,1720,1772,1889,151,478,"[[1772, 151], [1889, 151], [1889, 478], [1772, 478], [1772, 151]]",344,38259,1830.5,314.5
85,1720,693,916,415,1153,"[[693, 415], [916, 415], [916, 1153], [693, 1153], [693, 415]]",344,164574,804.5,784.0
617,1720,313,370,147,322,"[[313, 147], [370, 147], [370, 322], [313, 322], [313, 147]]",344,9975,341.5,234.5
81,1720,449,505,143,323,"[[449, 143], [505, 143], [505, 323], [449, 323], [449, 143]]",344,10080,477.0,233.0
592,1720,1098,1570,816,1280,"[[1098, 816], [1570, 816], [1570, 1280], [1098, 1280], [1098, 816]]",344,219008,1334.0,1048.0
559,1720,861,921,140,355,"[[861, 140], [921, 140], [921, 355], [861, 355], [861, 140]]",344,12900,891.0,247.5
198,1720,713,779,151,374,"[[713, 151], [779, 151], [779, 374], [713, 374], [713, 151]]",344,14718,746.0,262.5
353,1720,727,787,142,348,"[[727, 142], [787, 142], [787, 348], [727, 348], [727, 142]]",344,12360,757.0,245.0
177,1720,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",344,16730,742.0,278.5
563,1720,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",344,15312,849.0,267.0
82,1720,351,410,149,333,"[[351, 149], [410, 149], [410, 333], [351, 333], [351, 149]]",344,10856,380.5,241.0
115,1725,713,794,178,457,"[[713, 178], [794, 178], [794, 457], [713, 457], [713, 178]]",345,22599,753.5,317.5
196,1725,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",345,16302,1068.0,271.5
86,1725,181,312,255,638,"[[181, 255], [312, 255], [312, 638], [181, 638], [181, 255]]",345,50173,246.5,446.5
353,1725,729,790,143,351,"[[729, 143], [790, 143], [790, 351], [729, 351], [729, 143]]",345,12688,759.5,247.0
83,1725,1772,1889,151,478,"[[1772, 151], [1889, 151], [1889, 478], [1772, 478], [1772, 151]]",345,38259,1830.5,314.5
592,1725,1047,1446,716,1280,"[[1047, 716], [1446, 716], [1446, 1280], [1047, 1280], [1047, 716]]",345,225036,1246.5,998.0
85,1725,987,1208,433,1230,"[[987, 433], [1208, 433], [1208, 1230], [987, 1230], [987, 433]]",345,176137,1097.5,831.5
81,1725,451,506,141,316,"[[451, 141], [506, 141], [506, 316], [451, 316], [451, 141]]",345,9625,478.5,228.5
559,1725,856,916,141,356,"[[856, 141], [916, 141], [916, 356], [856, 356], [856, 141]]",345,12900,886.0,248.5
198,1725,713,779,151,374,"[[713, 151], [779, 151], [779, 374], [713, 374], [713, 151]]",345,14718,746.0,262.5
177,1725,707,777,159,398,"[[707, 159], [777, 159], [777, 398], [707, 398], [707, 159]]",345,16730,742.0,278.5
563,1725,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",345,15312,849.0,267.0
617,1725,328,384,144,314,"[[328, 144], [384, 144], [384, 314], [328, 314], [328, 144]]",345,9520,356.0,229.0
80,1725,868,949,176,463,"[[868, 176], [949, 176], [949, 463], [868, 463], [868, 176]]",345,23247,908.5,319.5
82,1725,371,428,146,324,"[[371, 146], [428, 146], [428, 324], [371, 324], [371, 146]]",345,10146,399.5,235.0
617,1730,337,391,142,308,"[[337, 142], [391, 142], [391, 308], [337, 308], [337, 142]]",346,8964,364.0,225.0
82,1730,377,432,143,315,"[[377, 143], [432, 143], [432, 315], [377, 315], [377, 143]]",346,9460,404.5,229.0
177,1730,703,774,160,398,"[[703, 160], [774, 160], [774, 398], [703, 398], [703, 160]]",346,16898,738.5,279.0
592,1730,918,1238,613,1280,"[[918, 613], [1238, 613], [1238, 1280], [918, 1280], [918, 613]]",346,213440,1078.0,946.5
87,1730,49,278,393,1033,"[[49, 393], [278, 393], [278, 1033], [49, 1033], [49, 393]]",346,146560,163.5,713.0
353,1730,740,800,142,349,"[[740, 142], [800, 142], [800, 349], [740, 349], [740, 142]]",346,12420,770.0,245.5
83,1730,1775,1893,151,478,"[[1775, 151], [1893, 151], [1893, 478], [1775, 478], [1775, 151]]",346,38586,1834.0,314.5
115,1730,698,779,178,453,"[[698, 178], [779, 178], [779, 453], [698, 453], [698, 178]]",346,22275,738.5,315.5
196,1730,1035,1101,148,395,"[[1035, 148], [1101, 148], [1101, 395], [1035, 395], [1035, 148]]",346,16302,1068.0,271.5
559,1730,840,901,142,359,"[[840, 142], [901, 142], [901, 359], [840, 359], [840, 142]]",346,13237,870.5,250.5
198,1730,716,782,151,374,"[[716, 151], [782, 151], [782, 374], [716, 374], [716, 151]]",346,14718,749.0,262.5
86,1730,181,311,255,637,"[[181, 255], [311, 255], [311, 637], [181, 637], [181, 255]]",346,49660,246.0,446.0
563,1730,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",346,15312,849.0,267.0
81,1730,462,515,138,309,"[[462, 138], [515, 138], [515, 309], [462, 309], [462, 138]]",346,9063,488.5,223.5
80,1730,845,925,174,457,"[[845, 174], [925, 174], [925, 457], [845, 457], [845, 174]]",346,22640,885.0,315.5
85,1730,1313,1573,450,1280,"[[1313, 450], [1573, 450], [1573, 1280], [1313, 1280], [1313, 450]]",346,215800,1443.0,865.0
84,1735,1888,1920,284,887,"[[1888, 284], [1920, 284], [1920, 887], [1888, 887], [1888, 284]]",347,19296,1904.0,585.5
177,1735,703,774,160,398,"[[703, 160], [774, 160], [774, 398], [703, 398], [703, 160]]",347,16898,738.5,279.0
559,1735,836,898,143,359,"[[836, 143], [898, 143], [898, 359], [836, 359], [836, 143]]",347,13392,867.0,251.0
85,1735,1668,1920,467,1280,"[[1668, 467], [1920, 467], [1920, 1280], [1668, 1280], [1668, 467]]",347,204876,1794.0,873.5
115,1735,679,760,177,451,"[[679, 177], [760, 177], [760, 451], [679, 451], [679, 177]]",347,22194,719.5,314.0
353,1735,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",347,12810,779.5,248.0
82,1735,396,450,140,308,"[[396, 140], [450, 140], [450, 308], [396, 308], [396, 140]]",347,9072,423.0,224.0
81,1735,474,526,135,302,"[[474, 135], [526, 135], [526, 302], [474, 302], [474, 135]]",347,8684,500.0,218.5
80,1735,810,890,175,456,"[[810, 175], [890, 175], [890, 456], [810, 456], [810, 175]]",347,22480,850.0,315.5
592,1735,870,1140,514,1280,"[[870, 514], [1140, 514], [1140, 1280], [870, 1280], [870, 514]]",347,206820,1005.0,897.0
196,1735,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",347,16236,1071.0,271.0
617,1735,354,406,139,301,"[[354, 139], [406, 139], [406, 301], [354, 301], [354, 139]]",347,8424,380.0,220.0
86,1735,181,311,255,637,"[[181, 255], [311, 255], [311, 637], [181, 637], [181, 255]]",347,49660,246.0,446.0
563,1735,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",347,15312,849.0,267.0
87,1735,343,557,383,1028,"[[343, 383], [557, 383], [557, 1028], [343, 1028], [343, 383]]",347,138030,450.0,705.5
83,1735,1796,1913,148,472,"[[1796, 148], [1913, 148], [1913, 472], [1796, 472], [1796, 148]]",347,37908,1854.5,310.0
198,1735,711,776,152,375,"[[711, 152], [776, 152], [776, 375], [711, 375], [711, 152]]",347,14495,743.5,263.5
177,1740,703,774,160,398,"[[703, 160], [774, 160], [774, 398], [703, 398], [703, 160]]",348,16898,738.5,279.0
80,1740,767,848,176,456,"[[767, 176], [848, 176], [848, 456], [767, 456], [767, 176]]",348,22680,807.5,316.0
559,1740,836,898,143,359,"[[836, 143], [898, 143], [898, 359], [836, 359], [836, 143]]",348,13392,867.0,251.0
617,1740,374,424,136,293,"[[374, 136], [424, 136], [424, 293], [374, 293], [374, 136]]",348,7850,399.0,214.5
86,1740,181,311,255,637,"[[181, 255], [311, 255], [311, 637], [181, 637], [181, 255]]",348,49660,246.0,446.0
353,1740,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",348,12810,779.5,248.0
81,1740,488,538,133,296,"[[488, 133], [538, 133], [538, 296], [488, 296], [488, 133]]",348,8150,513.0,214.5
198,1740,705,770,151,372,"[[705, 151], [770, 151], [770, 372], [705, 372], [705, 151]]",348,14365,737.5,261.5
83,1740,1793,1907,145,461,"[[1793, 145], [1907, 145], [1907, 461], [1793, 461], [1793, 145]]",348,36024,1850.0,303.0
84,1740,1815,1920,263,817,"[[1815, 263], [1920, 263], [1920, 817], [1815, 817], [1815, 263]]",348,58170,1867.5,540.0
592,1740,862,1117,485,1280,"[[862, 485], [1117, 485], [1117, 1280], [862, 1280], [862, 485]]",348,202725,989.5,882.5
196,1740,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",348,16236,1071.0,271.0
563,1740,819,885,151,383,"[[819, 151], [885, 151], [885, 383], [819, 383], [819, 151]]",348,15312,852.0,267.0
